


Tue Nov 21 18:29:18 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
40	8912.50938	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	17.953
40	8912.50938	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.109
40	8912.50938	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.172
40	8912.50938	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.234
41	10000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.297
41	10000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.468
42	11220.18454	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.531
42	11220.18454	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.703
42	11220.18454	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.765
42	11220.18454	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.828
42	11220.18454	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.890
43	12589.25412	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	18.953
43	12589.25412	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.140
43	12589.25412	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.203
43	12589.25412	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.265
44	14125.37545	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.328
44	14125.37545	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.531
44	14125.37545	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.593
44	14125.37545	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.656
44	14125.37545	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.718
45	15848.93192	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	19.781
45	15848.93192	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.000
45	15848.93192	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.062
46	17782.79410	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.125
46	17782.79410	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.359
46	17782.79410	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.422
46	17782.79410	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.484
47	19952.62315	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.547
47	19952.62315	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.843
47	19952.62315	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.906
47	19952.62315	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	20.968
47	19952.62315	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.031
48	22387.21139	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.093
48	22387.21139	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.375
48	22387.21139	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.437
48	22387.21139	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.500
49	25118.86432	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.562
49	25118.86432	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.859
50	28183.82931	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	21.922
50	28183.82931	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.250
50	28183.82931	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.312
50	28183.82931	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.375
51	31622.77660	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.437
51	31622.77660	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.797
51	31622.77660	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.859
51	31622.77660	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.922
52	35481.33892	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	22.984
53	39810.71706	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	23.390
53	39810.71706	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	23.859
53	39810.71706	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	23.922
53	39810.71706	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	23.984
53	39810.71706	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.047
54	44668.35922	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.109
54	44668.35922	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.593
54	44668.35922	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.656
54	44668.35922	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.718
55	50118.72336	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	24.781
55	50118.72336	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	25.343
55	50118.72336	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	25.406
55	50118.72336	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	25.468
56	56234.13252	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	25.531
56	56234.13252	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	26.125
57	63095.73445	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	26.187
58	70794.57844	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	26.859
58	70794.57844	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	27.578
59	79432.82347	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	27.640
59	79432.82347	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	28.484
59	79432.82347	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	28.547
59	79432.82347	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	28.609
60	89125.09381	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	28.672
60	89125.09381	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	29.609
60	89125.09381	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	29.672
61	100000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	29.734

--- end of simulation ---
execution time: 29.922000 sec
Hope your simulation converge well and thanks for waiting,
 ---Arief Noor Rahman---



Tue Nov 21 18:31:58 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.281
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.343
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.406
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.468
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.531
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.609
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.671
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	0.734
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	0.812
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	0.875
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	0.937
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.000
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.062
1	100.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.125
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.187
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.265
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.328
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.390
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.453
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.515
2	112.20185	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.578
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.640
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.718
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.781
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.843
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.906
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	1.968
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.031
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.093
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.156
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.218
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.281
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.343
3	125.89254	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.406
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.468
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.546
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.609
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.671
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.734
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.796
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.875
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	2.937
4	141.25375	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.000
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.062
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.140
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.203
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.265
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.328
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.390
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.453
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.515
5	158.48932	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.578
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.640
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.718
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.781
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.843
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.906
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	3.968
6	177.82794	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.031
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.093
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.171
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.234
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.312
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.375
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.437
7	199.52623	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.500
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.562
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.640
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.703
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.765
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.828
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.890
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	4.953
8	223.87211	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.015
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.078
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.156
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.218
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.281
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.343
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.406
9	251.18864	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.468
10	281.83829	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.531
10	281.83829	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.609
10	281.83829	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.671
10	281.83829	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.734
10	281.83829	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.796
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.859
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	5.937
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.000
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.062
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.125
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.187
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.250
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.312
11	316.22777	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.375
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.437
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.515
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.578
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.640
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.703
12	354.81339	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.765
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.828
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.906
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	6.968
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.031
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.093
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.171
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.234
13	398.10717	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.296
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.359
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.437
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.500
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.562
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.625
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.687
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.750
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.812
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.875
14	446.68359	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	7.937
15	501.18723	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.000
15	501.18723	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.078
15	501.18723	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.140
15	501.18723	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.203
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.265
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.343
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.406
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.468
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.531
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.593
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.656
16	562.34133	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.718
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.781
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.859
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.921
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	8.984
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.046
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.109
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.171
17	630.95734	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.250
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.312
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.390
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.453
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.515
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.578
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.640
18	707.94578	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.703
19	794.32823	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.765
19	794.32823	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.843
19	794.32823	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.906
19	794.32823	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	9.968
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.031
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.109
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.171
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.234
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.296
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.359
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.421
20	891.25094	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.484
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.546
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.625
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.687
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.750
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.812
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.875
21	1000.00000	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	10.937
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.000
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.078
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.140
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.203
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.265
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.328
22	1122.01845	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.390
23	1258.92541	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.453
23	1258.92541	-inf	-0.0000000000e+00	-inf	-0.0000000000e+00	-nan	0.0000000000e+00	11.531
