


Tue Nov 21 18:29:18 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
37	6309.57344	1.3974881690e+01	-1.8075832642e+00	-3.7991236639e+01	-9.1668466877e+01	-5.1966118329e+01	-8.9860883613e+01	16.984
37	6309.57344	1.3974881690e+01	-1.8075832642e+00	-3.7991236639e+01	-9.1668466877e+01	-5.1966118329e+01	-8.9860883613e+01	17.047
37	6309.57344	1.3974881690e+01	-1.8075832642e+00	-3.7991236639e+01	-9.1668466877e+01	-5.1966118329e+01	-8.9860883613e+01	17.109
38	7079.45784	1.3973742137e+01	-2.0279476871e+00	-3.8992340345e+01	-9.1904025188e+01	-5.2966082482e+01	-8.9876077501e+01	17.172
38	7079.45784	1.3973742137e+01	-2.0279476871e+00	-3.8992340345e+01	-9.1904025188e+01	-5.2966082482e+01	-8.9876077501e+01	17.312
38	7079.45784	1.3973742137e+01	-2.0279476871e+00	-3.8992340345e+01	-9.1904025188e+01	-5.2966082482e+01	-8.9876077501e+01	17.375
38	7079.45784	1.3973742137e+01	-2.0279476871e+00	-3.8992340345e+01	-9.1904025188e+01	-5.2966082482e+01	-8.9876077501e+01	17.437
39	7943.28235	1.3972294441e+01	-2.2751167979e+00	-3.9993725906e+01	-9.2164746509e+01	-5.3966020346e+01	-8.9889629711e+01	17.500
39	7943.28235	1.3972294441e+01	-2.2751167979e+00	-3.9993725906e+01	-9.2164746509e+01	-5.3966020346e+01	-8.9889629711e+01	17.640
39	7943.28235	1.3972294441e+01	-2.2751167979e+00	-3.9993725906e+01	-9.2164746509e+01	-5.3966020346e+01	-8.9889629711e+01	17.703
39	7943.28235	1.3972294441e+01	-2.2751167979e+00	-3.9993725906e+01	-9.2164746509e+01	-5.3966020346e+01	-8.9889629711e+01	17.765
40	8912.50938	1.3970645043e+01	-2.5524180648e+00	-4.0995560124e+01	-9.2453972860e+01	-5.4966205167e+01	-8.9901554796e+01	17.828
40	8912.50938	1.3970645043e+01	-2.5524180648e+00	-4.0995560124e+01	-9.2453972860e+01	-5.4966205167e+01	-8.9901554796e+01	17.984
40	8912.50938	1.3970645043e+01	-2.5524180648e+00	-4.0995560124e+01	-9.2453972860e+01	-5.4966205167e+01	-8.9901554796e+01	18.047
40	8912.50938	1.3970645043e+01	-2.5524180648e+00	-4.0995560124e+01	-9.2453972860e+01	-5.4966205167e+01	-8.9901554796e+01	18.109
41	10000.00000	1.3968416344e+01	-2.8633628625e+00	-4.1997792946e+01	-9.2775657493e+01	-5.5966209290e+01	-8.9912294630e+01	18.172
41	10000.00000	1.3968416344e+01	-2.8633628625e+00	-4.1997792946e+01	-9.2775657493e+01	-5.5966209290e+01	-8.9912294630e+01	18.344
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.406
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.578
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.640
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.703
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.765
42	11220.18454	1.3965610133e+01	-3.2120512759e+00	-4.3000604603e+01	-9.3133870567e+01	-5.6966214736e+01	-8.9921819291e+01	18.828
43	12589.25412	1.3962081285e+01	-3.6030648144e+00	-4.4004107644e+01	-9.3533265791e+01	-5.7966188929e+01	-8.9930200977e+01	18.890
43	12589.25412	1.3962081285e+01	-3.6030648144e+00	-4.4004107644e+01	-9.3533265791e+01	-5.7966188929e+01	-8.9930200977e+01	19.078
43	12589.25412	1.3962081285e+01	-3.6030648144e+00	-4.4004107644e+01	-9.3533265791e+01	-5.7966188929e+01	-8.9930200977e+01	19.140
43	12589.25412	1.3962081285e+01	-3.6030648144e+00	-4.4004107644e+01	-9.3533265791e+01	-5.7966188929e+01	-8.9930200977e+01	19.203
44	14125.37545	1.3957644486e+01	-4.0413141429e+00	-4.5008548105e+01	-9.3979091751e+01	-5.8966192591e+01	-8.9937777608e+01	19.265
44	14125.37545	1.3957644486e+01	-4.0413141429e+00	-4.5008548105e+01	-9.3979091751e+01	-5.8966192591e+01	-8.9937777608e+01	19.484
44	14125.37545	1.3957644486e+01	-4.0413141429e+00	-4.5008548105e+01	-9.3979091751e+01	-5.8966192591e+01	-8.9937777608e+01	19.547
44	14125.37545	1.3957644486e+01	-4.0413141429e+00	-4.5008548105e+01	-9.3979091751e+01	-5.8966192591e+01	-8.9937777608e+01	19.609
44	14125.37545	1.3957644486e+01	-4.0413141429e+00	-4.5008548105e+01	-9.3979091751e+01	-5.8966192591e+01	-8.9937777608e+01	19.672
45	15848.93192	1.3952066255e+01	-4.5324698255e+00	-4.6014132513e+01	-9.4477015622e+01	-5.9966198768e+01	-8.9944545796e+01	19.734
45	15848.93192	1.3952066255e+01	-4.5324698255e+00	-4.6014132513e+01	-9.4477015622e+01	-5.9966198768e+01	-8.9944545796e+01	19.953
45	15848.93192	1.3952066255e+01	-4.5324698255e+00	-4.6014132513e+01	-9.4477015622e+01	-5.9966198768e+01	-8.9944545796e+01	20.015
46	17782.79410	1.3945050699e+01	-5.0827665582e+00	-4.7021153438e+01	-9.5033322511e+01	-6.0966204136e+01	-8.9950555953e+01	20.078
46	17782.79410	1.3945050699e+01	-5.0827665582e+00	-4.7021153438e+01	-9.5033322511e+01	-6.0966204136e+01	-8.9950555953e+01	20.312
46	17782.79410	1.3945050699e+01	-5.0827665582e+00	-4.7021153438e+01	-9.5033322511e+01	-6.0966204136e+01	-8.9950555953e+01	20.375
46	17782.79410	1.3945050699e+01	-5.0827665582e+00	-4.7021153438e+01	-9.5033322511e+01	-6.0966204136e+01	-8.9950555953e+01	20.437
47	19952.62315	1.3936233596e+01	-5.6990894496e+00	-4.8029977736e+01	-9.5654996118e+01	-6.1966211331e+01	-8.9955906668e+01	20.500
47	19952.62315	1.3936233596e+01	-5.6990894496e+00	-4.8029977736e+01	-9.5654996118e+01	-6.1966211331e+01	-8.9955906668e+01	20.750
47	19952.62315	1.3936233596e+01	-5.6990894496e+00	-4.8029977736e+01	-9.5654996118e+01	-6.1966211331e+01	-8.9955906668e+01	20.812
47	19952.62315	1.3936233596e+01	-5.6990894496e+00	-4.8029977736e+01	-9.5654996118e+01	-6.1966211331e+01	-8.9955906668e+01	20.875
47	19952.62315	1.3936233596e+01	-5.6990894496e+00	-4.8029977736e+01	-9.5654996118e+01	-6.1966211331e+01	-8.9955906668e+01	20.937
48	22387.21139	1.3925083600e+01	-6.3891411801e+00	-4.9040992685e+01	-9.6349595039e+01	-6.2966076286e+01	-8.9960453859e+01	21.000
48	22387.21139	1.3925083600e+01	-6.3891411801e+00	-4.9040992685e+01	-9.6349595039e+01	-6.2966076286e+01	-8.9960453859e+01	21.281
48	22387.21139	1.3925083600e+01	-6.3891411801e+00	-4.9040992685e+01	-9.6349595039e+01	-6.2966076286e+01	-8.9960453859e+01	21.344
48	22387.21139	1.3925083600e+01	-6.3891411801e+00	-4.9040992685e+01	-9.6349595039e+01	-6.2966076286e+01	-8.9960453859e+01	21.406
49	25118.86432	1.3911154115e+01	-7.1610874286e+00	-5.0054882305e+01	-9.7125722199e+01	-6.3966036420e+01	-8.9964634770e+01	21.469
49	25118.86432	1.3911154115e+01	-7.1610874286e+00	-5.0054882305e+01	-9.7125722199e+01	-6.3966036420e+01	-8.9964634770e+01	21.781
50	28183.82931	1.3893692165e+01	-8.0240971779e+00	-5.1072312043e+01	-9.7992470929e+01	-6.4966004208e+01	-8.9968373752e+01	21.844
50	28183.82931	1.3893692165e+01	-8.0240971779e+00	-5.1072312043e+01	-9.7992470929e+01	-6.4966004208e+01	-8.9968373752e+01	22.187
50	28183.82931	1.3893692165e+01	-8.0240971779e+00	-5.1072312043e+01	-9.7992470929e+01	-6.4966004208e+01	-8.9968373752e+01	22.250
50	28183.82931	1.3893692165e+01	-8.0240971779e+00	-5.1072312043e+01	-9.7992470929e+01	-6.4966004208e+01	-8.9968373752e+01	22.312
51	31622.77660	1.3871968736e+01	-8.9879457475e+00	-5.2094237067e+01	-9.8959874785e+01	-6.5966205803e+01	-8.9971929038e+01	22.375
51	31622.77660	1.3871968736e+01	-8.9879457475e+00	-5.2094237067e+01	-9.8959874785e+01	-6.5966205803e+01	-8.9971929038e+01	22.750
51	31622.77660	1.3871968736e+01	-8.9879457475e+00	-5.2094237067e+01	-9.8959874785e+01	-6.5966205803e+01	-8.9971929038e+01	22.812
52	35481.33892	1.3844612862e+01	-1.0063403947e+01	-5.3121603516e+01	-1.0003832153e+02	-6.6966216379e+01	-8.9974917586e+01	22.875
52	35481.33892	1.3844612862e+01	-1.0063403947e+01	-5.3121603516e+01	-1.0003832153e+02	-6.6966216379e+01	-8.9974917586e+01	23.281
53	39810.71706	1.3810359654e+01	-1.1261733048e+01	-5.4155762247e+01	-1.0123900222e+02	-6.7966121901e+01	-8.9977269167e+01	23.344
53	39810.71706	1.3810359654e+01	-1.1261733048e+01	-5.4155762247e+01	-1.0123900222e+02	-6.7966121901e+01	-8.9977269167e+01	23.781
53	39810.71706	1.3810359654e+01	-1.1261733048e+01	-5.4155762247e+01	-1.0123900222e+02	-6.7966121901e+01	-8.9977269167e+01	23.844
53	39810.71706	1.3810359654e+01	-1.1261733048e+01	-5.4155762247e+01	-1.0123900222e+02	-6.7966121901e+01	-8.9977269167e+01	23.906
53	39810.71706	1.3810359654e+01	-1.1261733048e+01	-5.4155762247e+01	-1.0123900222e+02	-6.7966121901e+01	-8.9977269167e+01	23.969
54	44668.35922	1.3767652500e+01	-1.2594355940e+01	-5.5198418904e+01	-1.0257381719e+02	-6.8966071404e+01	-8.9979461249e+01	24.031
54	44668.35922	1.3767652500e+01	-1.2594355940e+01	-5.5198418904e+01	-1.0257381719e+02	-6.8966071404e+01	-8.9979461249e+01	24.531
54	44668.35922	1.3767652500e+01	-1.2594355940e+01	-5.5198418904e+01	-1.0257381719e+02	-6.8966071404e+01	-8.9979461249e+01	24.594
54	44668.35922	1.3767652500e+01	-1.2594355940e+01	-5.5198418904e+01	-1.0257381719e+02	-6.8966071404e+01	-8.9979461249e+01	24.656
55	50118.72336	1.3714492786e+01	-1.4073226510e+01	-5.6251544737e+01	-1.0405459681e+02	-6.9966037522e+01	-8.9981370303e+01	24.719
55	50118.72336	1.3714492786e+01	-1.4073226510e+01	-5.6251544737e+01	-1.0405459681e+02	-6.9966037522e+01	-8.9981370303e+01	25.250
55	50118.72336	1.3714492786e+01	-1.4073226510e+01	-5.6251544737e+01	-1.0405459681e+02	-6.9966037522e+01	-8.9981370303e+01	25.312
56	56234.13252	1.3648633926e+01	-1.5709625603e+01	-5.7317585670e+01	-1.0569340204e+02	-7.0966219596e+01	-8.9983776440e+01	25.375
56	56234.13252	1.3648633926e+01	-1.5709625603e+01	-5.7317585670e+01	-1.0569340204e+02	-7.0966219596e+01	-8.9983776440e+01	25.984
57	63095.73445	1.3566974481e+01	-1.7515123920e+01	-5.8399258130e+01	-1.0750048534e+02	-7.1966232611e+01	-8.9985361423e+01	26.047
57	63095.73445	1.3566974481e+01	-1.7515123920e+01	-5.8399258130e+01	-1.0750048534e+02	-7.1966232611e+01	-8.9985361423e+01	26.812
58	70794.57844	1.3466305301e+01	-1.9498851731e+01	-5.9499943457e+01	-1.0948574420e+02	-7.2966248758e+01	-8.9986892465e+01	26.875
58	70794.57844	1.3466305301e+01	-1.9498851731e+01	-5.9499943457e+01	-1.0948574420e+02	-7.2966248758e+01	-8.9986892465e+01	27.656
58	70794.57844	1.3466305301e+01	-1.9498851731e+01	-5.9499943457e+01	-1.0948574420e+02	-7.2966248758e+01	-8.9986892465e+01	27.719
59	79432.82347	1.3342733275e+01	-2.1668387182e+01	-6.0623406280e+01	-1.1165584622e+02	-7.3966139555e+01	-8.9987459039e+01	27.781
59	79432.82347	1.3342733275e+01	-2.1668387182e+01	-6.0623406280e+01	-1.1165584622e+02	-7.3966139555e+01	-8.9987459039e+01	28.656
59	79432.82347	1.3342733275e+01	-2.1668387182e+01	-6.0623406280e+01	-1.1165584622e+02	-7.3966139555e+01	-8.9987459039e+01	28.719
59	79432.82347	1.3342733275e+01	-2.1668387182e+01	-6.0623406280e+01	-1.1165584622e+02	-7.3966139555e+01	-8.9987459039e+01	28.781
60	89125.09381	1.3192072453e+01	-2.4026840467e+01	-6.1774061861e+01	-1.1401514686e+02	-7.4966134315e+01	-8.9988306392e+01	28.844
60	89125.09381	1.3192072453e+01	-2.4026840467e+01	-6.1774061861e+01	-1.1401514686e+02	-7.4966134315e+01	-8.9988306392e+01	29.750
61	100000.00000	1.3009546092e+01	-2.6573678961e+01	-6.2956603666e+01	-1.1656261890e+02	-7.5966149757e+01	-8.9988939935e+01	29.812

--- end of simulation ---
execution time: 30.015000 sec
Hope your simulation converge well and thanks for waiting,
 ---Arief Noor Rahman---



Tue Nov 21 18:38:59 2023
FRA analyzer by Arief Noor Rahman
No	Freq	Mag[IN1](dB)	Ph[IN1](deg)	Mag[IN2](dB)	Ph[IN2](deg)	Mag[IN2-IN1](dB)	Ph[IN2-IN1](deg)	elapsed time
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.219
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.281
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.344
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.406
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.469
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.531
0	0.00000	-inf	0.0000000000e+00	-inf	0.0000000000e+00	-nan	0.0000000000e+00	0.609
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	0.672
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	0.750
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	0.812
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	0.875
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	0.937
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	1.000
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	1.062
1	100.00000	1.3979247795e+01	-2.8635914980e-02	-2.0955241204e+00	-8.0986152585e+01	-1.6074771915e+01	-8.0957516670e+01	1.125
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.187
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.265
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.328
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.390
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.469
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.531
2	112.20185	1.3979247174e+01	-3.2125651565e-02	-3.0734163758e+00	-8.1962293450e+01	-1.7052663550e+01	-8.1930167798e+01	1.594
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.656
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.734
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.797
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.859
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.922
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	1.984
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.047
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.109
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.172
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.234
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.297
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.359
3	125.89254	1.3979244869e+01	-3.6072412727e-02	-4.0557669980e+00	-8.2834872300e+01	-1.8035011867e+01	-8.2798799887e+01	2.422
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.484
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.562
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.625
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.687
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.750
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.812
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.875
4	141.25375	1.3979246449e+01	-4.0438733710e-02	-5.0417134447e+00	-8.3616969331e+01	-1.9020959894e+01	-8.3576530597e+01	2.937
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.000
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.078
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.140
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.203
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.265
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.328
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.390
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.453
5	158.48932	1.3979244895e+01	-4.5418901718e-02	-6.0304958586e+00	-8.4317970797e+01	-2.0009740753e+01	-8.4272551895e+01	3.515
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.578
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.656
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.719
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.781
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.844
6	177.82794	1.3979246038e+01	-5.0935902622e-02	-7.0215808448e+00	-8.4946608374e+01	-2.1000826883e+01	-8.4895672471e+01	3.906
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	3.969
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.047
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.109
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.187
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.250
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.312
7	199.52623	1.3979243791e+01	-5.7133113776e-02	-8.0144902035e+00	-8.5510742703e+01	-2.1993733994e+01	-8.5453609590e+01	4.375
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.437
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.515
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.578
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.640
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.719
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.781
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.844
8	223.87211	1.3979243057e+01	-6.4158622150e-02	-9.0088267059e+00	-8.6017425129e+01	-2.2988069763e+01	-8.5953266507e+01	4.906
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	4.969
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.047
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.109
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.172
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.234
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.297
9	251.18864	1.3979239017e+01	-7.1969900518e-02	-1.0004337138e+01	-8.6473073979e+01	-2.3983576155e+01	-8.6401104079e+01	5.359
10	281.83829	1.3979240537e+01	-8.0734884502e-02	-1.1000771215e+01	-8.6883270213e+01	-2.4980011752e+01	-8.6802535329e+01	5.422
10	281.83829	1.3979240537e+01	-8.0734884502e-02	-1.1000771215e+01	-8.6883270213e+01	-2.4980011752e+01	-8.6802535329e+01	5.500
10	281.83829	1.3979240537e+01	-8.0734884502e-02	-1.1000771215e+01	-8.6883270213e+01	-2.4980011752e+01	-8.6802535329e+01	5.562
10	281.83829	1.3979240537e+01	-8.0734884502e-02	-1.1000771215e+01	-8.6883270213e+01	-2.4980011752e+01	-8.6802535329e+01	5.625
10	281.83829	1.3979240537e+01	-8.0734884502e-02	-1.1000771215e+01	-8.6883270213e+01	-2.4980011752e+01	-8.6802535329e+01	5.687
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	5.750
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	5.828
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	5.890
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	5.953
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.015
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.078
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.140
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.203
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.265
11	316.22777	1.3979237364e+01	-9.0574949827e-02	-1.1997938509e+01	-8.7252997681e+01	-2.5977175873e+01	-8.7162422732e+01	6.328
