

Ptotal,Qtotal,Stotal,PFavg,Vrmsavg,Irmsavg,Vthdavg,Ithdavg,P1,Q1,PF1,vfund1,vrms1,vthd1,ifund1,irms1,ithd1,P2,Q2,PF2,vfund2,vrms2,vthd2,ifund2,irms2,ithd2,P3,Q3,PF3,vfund3,vrms3,vthd3,ifund3,irms3,ithd3
13086.36816,869.78118,14123.69810,0.92655,219.20310,21.47734,0.00169,39.99424,4361.28414,289.32103,0.92656,219.20310,219.20310,0.00210,19.93744,21.47299,39.99605,4363.55244,289.56958,0.92652,219.20310,219.20310,0.00149,19.94807,21.48514,40.00556,4361.53158,290.89058,0.92658,219.20310,219.20310,0.00148,19.93930,21.47389,39.98111
